ore_name	reg_name	damage	display_name
dustImpureCryoliteF	miscutils:dustImpureCryoliteF	0	Impure Cryolite (F) Dust
dustImpureDarkIron	gregtech:gt.metaitem.01	3342	Impure Pile of Deep Dark Iron Dust
dustImpureDeepIron	gregtech:gt.metaitem.01	3829	Impure Pile of Deep Iron Dust
dustImpureDemicheleiteBr	miscutils:dustImpureDemicheleiteBr	0	Impure Demicheleite (Br) Dust
dustImpureDesh	gregtech:gt.metaitem.01	3884	Impure Pile of Desh Dust
dustImpureDiamond	gregtech:gt.metaitem.01	3500	Impure Pile of Diamond Dust
dustImpureDiatomite	gregtech:gt.metaitem.01	3948	Impure Pile of Diatomite Dust
dustImpureDilithium	gregtech:gt.metaitem.01	3515	Impure Pile of Dilithium Dust
dustImpureDjurleite	bartworks:gt.bwMetaGenerateddustImpure	16	Impure Pile of Djurleite Dust
dustImpureDolomite	gregtech:gt.metaitem.01	3914	Impure Pile of Dolomite Dust
dustImpureDraconium	gregtech:gt.metaitem.01	3975	Impure Pile of Draconium Dust
dustImpureDraconiumAwakened	gregtech:gt.metaitem.01	3976	Impure Pile of Awakened Draconium Dust
dustImpureDuralumin	gregtech:gt.metaitem.01	3392	Impure Pile of Duralumin Dust
dustImpureDysprosium	gregtech:gt.metaitem.01	3073	Impure Pile of Dysprosium Dust
dustImpureElectrotine	gregtech:gt.metaitem.01	3812	Impure Pile of Electrotine Dust
dustImpureElectrum	gregtech:gt.metaitem.01	3303	Impure Pile of Electrum Dust
dustImpureElectrumFlux	gregtech:gt.metaitem.01	3320	Impure Pile of Fluxed Electrum Dust
dustImpureEmerald	gregtech:gt.metaitem.01	3501	Impure Pile of Emerald Dust
dustImpureEmery	gregtech:gt.metaitem.01	3861	Impure Pile of Emery Dust
dustImpureEndstone	gregtech:gt.metaitem.01	3808	Impure Pile of Endstone Dust
dustImpureEnriched-NaquadahOxideMixture	bartworks:gt.bwMetaGenerateddustImpure	10067	Impure Pile of Enriched-Naquadah Oxide Mixture Dust
dustImpureErbium	gregtech:gt.metaitem.01	3075	Impure Pile of Erbium Dust
dustImpureEuropium	gregtech:gt.metaitem.01	3070	Impure Pile of Europium Dust
dustImpureFayalite	bartworks:gt.bwMetaGenerateddustImpure	23	Impure Pile of Fayalite Dust
dustImpureFerberite	bartworks:gt.bwMetaGenerateddustImpure	11	Impure Pile of Ferberite Dust
dustImpureFirestone	gregtech:gt.metaitem.01	3347	Impure Pile of Firestone Dust
dustImpureFlerovium_GT5U	gregtech:gt.metaitem.01	3984	Impure Pile of Flerovium Dust
dustImpureFlint	gregtech:gt.metaitem.01	3802	Impure Pile of Flint Dust
dustImpureFlorencite	miscutils:dustImpureFlorencite	0	Impure Florencite Dust
dustImpureFluor-Buergerite	bartworks:gt.bwMetaGenerateddustImpure	5	Impure Pile of Fluor-Buergerite Dust
dustImpureFluorcaphite	miscutils:dustImpureFluorcaphite	0	Impure Fluorcaphite Dust
dustImpureFluoriteF	miscutils:dustImpureFluoriteF	0	Impure Fluorite (F) Dust
dustImpureFluorspar	bartworks:gt.bwMetaGenerateddustImpure	91	Impure Pile of Fluorspar Dust
dustImpureFoolsRuby	gregtech:gt.metaitem.01	3512	Impure Pile of Spinel Dust
dustImpureForce	gregtech:gt.metaitem.01	3521	Impure Pile of Force Dust
dustImpureForcicium	gregtech:gt.metaitem.01	3518	Impure Pile of Forcicium Dust
dustImpureForcillium	gregtech:gt.metaitem.01	3519	Impure Pile of Forcillium Dust
dustImpureForsterite	bartworks:gt.bwMetaGenerateddustImpure	24	Impure Pile of Forsterite Dust
dustImpureFullersEarth	gregtech:gt.metaitem.01	3928	Impure Pile of Fullers Earth
dustImpureGadoliniteCe	miscutils:dustImpureGadoliniteCe	0	Impure Gadolinite (Ce) Dust
dustImpureGadoliniteY	miscutils:dustImpureGadoliniteY	0	Impure Gadolinite (Y) Dust
dustImpureGadolinium	gregtech:gt.metaitem.01	3071	Impure Pile of Gadolinium Dust
dustImpureGalena	gregtech:gt.metaitem.01	3830	Impure Pile of Galena Dust
dustImpureGallium	gregtech:gt.metaitem.01	3037	Impure Pile of Gallium Dust
dustImpureGarnetRed	gregtech:gt.metaitem.01	3527	Impure Pile of Red Garnet Dust
dustImpureGarnetSand	gregtech:gt.metaitem.01	3938	Impure Pile of Garnet Sand
dustImpureGarnetYellow	gregtech:gt.metaitem.01	3528	Impure Pile of Yellow Garnet Dust
dustImpureGarnierite	gregtech:gt.metaitem.01	3906	Impure Pile of Garnierite Dust
dustImpureGeikielite	miscutils:dustImpureGeikielite	0	Impure Geikielite Dust
dustImpureGlauconite	gregtech:gt.metaitem.01	3933	Impure Pile of Glauconite Dust
dustImpureGlauconiteSand	gregtech:gt.metaitem.01	3949	Impure Pile of Glauconite Sand
dustImpureGold	gregtech:gt.metaitem.01	3086	Impure Pile of Gold Dust
dustImpureGraniteBlack	gregtech:gt.metaitem.01	3849	Impure Pile of Black Granite Dust
dustImpureGraniteRed	gregtech:gt.metaitem.01	3850	Impure Pile of Red Granite Dust
dustImpureGraniticMineralSand	gregtech:gt.metaitem.01	3936	Impure Pile of Granitic Mineral Sand
dustImpureGraphite	gregtech:gt.metaitem.01	3865	Impure Pile of Graphite Dust
dustImpureGreenFuchsite	bartworks:gt.bwMetaGenerateddustImpure	28	Impure Pile of Green Fuchsite Dust
dustImpureGreenSapphire	gregtech:gt.metaitem.01	3504	Impure Pile of Green Sapphire Dust
dustImpureGreenockite	miscutils:dustImpureGreenockite	0	Impure Greenockite Dust
dustImpureGrossular	gregtech:gt.metaitem.01	3831	Impure Pile of Grossular Dust
dustImpureGypsum	gregtech:gt.metaitem.01	3934	Impure Pile of Gypsum Dust
dustImpureHedenbergite	bartworks:gt.bwMetaGenerateddustImpure	25	Impure Pile of Hedenbergite Dust
dustImpureHeeEndium	gregtech:gt.metaitem.01	3770	Impure Pile of Endium Dust
dustImpureHibonite	miscutils:dustImpureHibonite	0	Impure Hibonite Dust
dustImpureHolmium	gregtech:gt.metaitem.01	3074	Impure Pile of Holmium Dust
dustImpureHoneaite	miscutils:dustImpureHoneaite	0	Impure Honeaite Dust
dustImpureHuebnerite	bartworks:gt.bwMetaGenerateddustImpure	17	Impure Pile of Huebnerite Dust
dustImpureIchorium	gregtech:gt.metaitem.01	3978	Impure Pile of Ichorium Dust
dustImpureIlmenite	gregtech:gt.metaitem.01	3918	Impure Pile of Ilmenite Dust
dustImpureIndium	gregtech:gt.metaitem.01	3056	Impure Pile of Indium Dust
dustImpureInfinityCatalyst	gregtech:gt.metaitem.01	3394	Impure Pile of Infinity Catalyst Dust
dustImpureInfusedAir	gregtech:gt.metaitem.01	3540	Impure Pile of Aer Crystal Powder
dustImpureInfusedEarth	gregtech:gt.metaitem.01	3542	Impure Pile of Terra Crystal Powder
dustImpureInfusedEntropy	gregtech:gt.metaitem.01	3544	Impure Pile of Perditio Crystal Powder
dustImpureInfusedFire	gregtech:gt.metaitem.01	3541	Impure Pile of Ignis Crystal Powder
dustImpureInfusedGold	gregtech:gt.metaitem.01	3323	Impure Pile of Infused Gold Dust
dustImpureInfusedOrder	gregtech:gt.metaitem.01	3545	Impure Pile of Ordo Crystal Powder
dustImpureInfusedWater	gregtech:gt.metaitem.01	3543	Impure Pile of Aqua Crystal Powder
dustImpureIrarsite	miscutils:dustImpureIrarsite	0	Impure Irarsite Dust
dustImpureIridium	gregtech:gt.metaitem.01	3084	Impure Pile of Iridium Dust
dustImpureIridiumMetalResidue	bartworks:gt.bwMetaGenerateddustImpure	70	Impure Pile of Iridium Metal Residue Dust
dustImpureIron	gregtech:gt.metaitem.01	3032	Impure Pile of Iron Dust
dustImpureJade	gregtech:gt.metaitem.01	3537	Impure Pile of Jade Dust
dustImpureJasper	gregtech:gt.metaitem.01	3511	Impure Pile of Jasper Dust
dustImpureKaolinite	gregtech:gt.metaitem.01	3929	Impure Pile of Kaolinite
dustImpureKashinite	miscutils:dustImpureKashinite	0	Impure Kashinite Dust
dustImpureKoboldite	miscutils:dustImpureKoboldite	0	Impure Koboldite Dust
dustImpureKyanite	gregtech:gt.metaitem.01	3924	Impure Pile of Kyanite Dust
dustImpureLafossaite	miscutils:dustImpureLafossaite	0	Impure Lafossaite Dust
dustImpureLanthaniteCe	miscutils:dustImpureLanthaniteCe	0	Impure Lanthanite (Ce) Dust
dustImpureLanthaniteLa	miscutils:dustImpureLanthaniteLa	0	Impure Lanthanite (La) Dust
dustImpureLanthaniteNd	miscutils:dustImpureLanthaniteNd	0	Impure Lanthanite (Nd) Dust
dustImpureLanthanum	gregtech:gt.metaitem.01	3064	Impure Pile of Lanthanum Dust
dustImpureLanthanumChloride	bartworks:gt.bwMetaGenerateddust	11467	Impure Lanthanum Chloride Dust
dustImpureLapis	gregtech:gt.metaitem.01	3526	Impure Pile of Lapis Dust
dustImpureLautarite	miscutils:dustImpureLautarite	0	Impure Lautarite Dust
dustImpureLazurite	gregtech:gt.metaitem.01	3524	Impure Pile of Lazurite Dust
dustImpureLeachResidue	bartworks:gt.bwMetaGenerateddustImpure	60	Impure Pile of Leach Residue Dust
dustImpureLead	gregtech:gt.metaitem.01	3089	Impure Pile of Lead Dust
dustImpureLedox	gregtech:gt.metaitem.01	3390	Impure Pile of Ledox Dust
dustImpureLepersonnite	miscutils:dustImpureLepersonnite	0	Impure Lepersonnite Dust
dustImpureLepidolite	gregtech:gt.metaitem.01	3907	Impure Pile of Lepidolite Dust
dustImpureLignite	gregtech:gt.metaitem.01	3538	Impure Pile of Lignite Coal Dust
dustImpureLithium	gregtech:gt.metaitem.01	3006	Impure Pile of Lithium Dust
dustImpureLoellingite	bartworks:gt.bwMetaGenerateddustImpure	12	Impure Pile of Loellingite Dust
dustImpureLutetium	gregtech:gt.metaitem.01	3078	Impure Pile of Lutetium Dust
dustImpureMagnesite	gregtech:gt.metaitem.01	3908	Impure Pile of Magnesite Dust
dustImpureMagnesium	gregtech:gt.metaitem.01	3018	Impure Pile of Magnesium Dust
dustImpureMagnetite	gregtech:gt.metaitem.01	3870	Impure Pile of Magnetite Dust
dustImpureMalachite	gregtech:gt.metaitem.01	3871	Impure Pile of Malachite Dust
dustImpureManganese	gregtech:gt.metaitem.01	3031	Impure Pile of Manganese Dust
dustImpureManyullyn	gregtech:gt.metaitem.01	3386	Impure Pile of Manyullyn Dust
dustImpureMarble	gregtech:gt.metaitem.01	3845	Impure Pile of Marble Dust
dustImpureMeteoricIron	gregtech:gt.metaitem.01	3340	Impure Pile of Meteoric Iron Dust
dustImpureMica	gregtech:gt.metaitem.01	3901	Impure Pile of Mica Dust
dustImpureMiessiite	miscutils:dustImpureMiessiite	0	Impure Miessiite Dust
dustImpureMirabilite	gregtech:gt.metaitem.01	3900	Impure Pile of Mirabilite Dust
dustImpureMithril	gregtech:gt.metaitem.01	3331	Impure Pile of Mithril Dust
dustImpureMolybdenite	gregtech:gt.metaitem.01	3942	Impure Pile of Molybdenite Dust
dustImpureMolybdenum	gregtech:gt.metaitem.01	3048	Impure Pile of Molybdenum Dust
dustImpureMonazite	gregtech:gt.metaitem.01	3520	Impure Pile of Monazite Dust
dustImpureMysteriousCrystal	gregtech:gt.metaitem.01	3398	Impure Pile of Mysterious Crystal Dust
dustImpureMytryl	gregtech:gt.metaitem.01	3387	Impure Pile of Mytryl Dust
dustImpureNaquadah	gregtech:gt.metaitem.01	3324	Impure Pile of Naquadah Dust
dustImpureNaquadahEnriched	gregtech:gt.metaitem.01	3326	Impure Pile of Enriched Naquadah Dust
dustImpureNaquadahOxideMixture	bartworks:gt.bwMetaGenerateddustImpure	10054	Impure Pile of Naquadah Oxide Mixture Dust
dustImpureNaquadria	gregtech:gt.metaitem.01	3327	Impure Pile of Naquadria Dust
dustImpureNaquadriaOxideMixture	bartworks:gt.bwMetaGenerateddustImpure	10072	Impure Pile of Naquadria Oxide Mixture Dust
dustImpureNeodymium	gregtech:gt.metaitem.01	3067	Impure Pile of Neodymium Dust
dustImpureNetherQuartz	gregtech:gt.metaitem.01	3522	Impure Pile of Nether Quartz Dust
dustImpureNetherStar	gregtech:gt.metaitem.01	3506	Impure Pile of Nether Star Dust
dustImpureNetherrack	gregtech:gt.metaitem.01	3807	Impure Pile of Netherrack Dust
dustImpureNeutronium	gregtech:gt.metaitem.01	3129	Impure Pile of Neutronium Dust
dustImpureNichromite	miscutils:dustImpureNichromite	0	Impure Nichromite Dust
dustImpureNickel	gregtech:gt.metaitem.01	3034	Impure Pile of Nickel Dust
dustImpureNiobium	gregtech:gt.metaitem.01	3047	Impure Pile of Niobium Dust
dustImpureNiter	gregtech:gt.metaitem.01	3531	Impure Pile of Niter Dust
dustImpureOilsands	gregtech:gt.metaitem.01	3878	Impure Pile of Oilsands Dust
dustImpureOlenite	bartworks:gt.bwMetaGenerateddustImpure	9	Impure Pile of Olenite Dust
dustImpureOlivine	gregtech:gt.metaitem.01	3505	Impure Pile of Olivine Dust
dustImpureOpal	gregtech:gt.metaitem.01	3510	Impure Pile of Opal Dust
dustImpureOrangeDescloizite	bartworks:gt.bwMetaGenerateddustImpure	27	Impure Pile of Orange Descloizite Dust
dustImpureOrichalcum	gregtech:gt.metaitem.01	3966	Impure Pile of Orichalcum Dust
dustImpureOriharukon	gregtech:gt.metaitem.01	3393	Impure Pile of Oriharukon Dust
dustImpureOrundum	bartworks:gt.bwMetaGenerateddustImpure	10023	Impure Pile of Orundum Dust
dustImpureOsmium	gregtech:gt.metaitem.01	3083	Impure Pile of Osmium Dust
dustImpurePalladium	gregtech:gt.metaitem.01	3052	Impure Pile of Palladium Dust
dustImpurePalladiumMetallicPowder	bartworks:gt.bwMetaGenerateddustImpure	53	Impure Pile of Palladium Metallic Powder Dust
dustImpurePentlandite	gregtech:gt.metaitem.01	3909	Impure Pile of Pentlandite Dust
dustImpurePerlite	gregtech:gt.metaitem.01	3925	Impure Pile of Perlite Dust
dustImpurePerroudite	miscutils:dustImpurePerroudite	0	Impure Perroudite Dust
dustImpurePhosphate	gregtech:gt.metaitem.01	3833	Impure Pile of Phosphate Dust
dustImpurePigIron	gregtech:gt.metaitem.01	3307	Impure Pile of Pig Iron Dust
dustImpurePitchblende	gregtech:gt.metaitem.01	3873	Impure Pile of Pitchblende
dustImpurePlatinum	gregtech:gt.metaitem.01	3085	Impure Pile of Platinum Dust
dustImpurePlatinumMetallicPowder	bartworks:gt.bwMetaGenerateddustImpure	47	Impure Pile of Platinum Metallic Powder Dust
dustImpurePlutonium	gregtech:gt.metaitem.01	3100	Impure Pile of Plutonium 239 Dust
dustImpurePlutonium241	gregtech:gt.metaitem.01	3101	Impure Pile of Plutonium 241 Dust
dustImpurePollucite	gregtech:gt.metaitem.01	3919	Impure Pile of Pollucite Dust
dustImpurePolycrase	miscutils:dustImpurePolycrase	0	Impure Polycrase Dust
dustImpurePowellite	gregtech:gt.metaitem.01	3883	Impure Pile of Powellite Dust
dustImpurePraseodymium	gregtech:gt.metaitem.01	3066	Impure Pile of Praseodymium Dust
dustImpurePrasiolite	bartworks:gt.bwMetaGenerateddustImpure	35	Impure Pile of Prasiolite Dust
dustImpurePromethium	gregtech:gt.metaitem.01	3068	Impure Pile of Promethium Dust
dustImpurePumice	gregtech:gt.metaitem.01	3926	Impure Pile of Pumice Dust
dustImpurePyrite	gregtech:gt.metaitem.01	3834	Impure Pile of Pyrite Dust
dustImpurePyrochlore	gregtech:gt.metaitem.01	3607	Impure Pile of Pyrochlore Dust
dustImpurePyrolusite	gregtech:gt.metaitem.01	3943	Impure Pile of Pyrolusite Dust
dustImpurePyrope	gregtech:gt.metaitem.01	3835	Impure Pile of Pyrope Dust
dustImpureQuantium	gregtech:gt.metaitem.01	3391	Impure Pile of Quantium Dust
dustImpureQuartzSand	gregtech:gt.metaitem.01	3939	Impure Pile of Quartz Sand
dustImpureQuartzite	gregtech:gt.metaitem.01	3523	Impure Pile of Quartzite Dust
dustImpureRadioactiveMineralMix	miscutils:dustImpureRadioactiveMineralMix	0	Impure Strange Dust
dustImpureRareEarthI	miscutils:dustImpureRareEarthI	0	Impure Rare Earth (I) Dust
dustImpureRareEarthII	miscutils:dustImpureRareEarthII	0	Impure Rare Earth (II) Dust
dustImpureRareEarthIII	miscutils:dustImpureRareEarthIII	0	Impure Rare Earth (III) Dust
dustImpureRarestMetalResidue	bartworks:gt.bwMetaGenerateddustImpure	69	Impure Pile of Rarest Metal Residue Dust
dustImpureRealgar	gregtech:gt.metaitem.01	3913	Impure Pile of Realgar Dust
dustImpureRedDescloizite	bartworks:gt.bwMetaGenerateddustImpure	26	Impure Pile of Red Descloizite Dust
dustImpureRedFuchsite	bartworks:gt.bwMetaGenerateddustImpure	29	Impure Pile of Red Fuchsite Dust
dustImpureRedZircon	bartworks:gt.bwMetaGenerateddustImpure	19	Impure Pile of Red Zircon Dust
dustImpureRedrock	gregtech:gt.metaitem.01	3846	Impure Pile of Redrock Dust
dustImpureRedstone	gregtech:gt.metaitem.01	3810	Impure Pile of Redstone Dust
dustImpureRoastedIron	gregtech:gt.metaitem.01	3548	Impure Pile of Roasted Iron Dust
dustImpureRoastedNickel	gregtech:gt.metaitem.01	3549	Impure Pile of Roasted Nickel Dust
dustImpureRockSalt	gregtech:gt.metaitem.01	3944	Impure Pile of Rock Salt
dustImpureRoquesite	bartworks:gt.bwMetaGenerateddustImpure	13	Impure Pile of Roquesite Dust
dustImpureRubidium	gregtech:gt.metaitem.01	3043	Impure Pile of Rubidium Dust
dustImpureRubracium	gregtech:gt.metaitem.01	3488	Impure Pile of Rubracium Dust
dustImpureRuby	gregtech:gt.metaitem.01	3502	Impure Pile of Ruby Dust
dustImpureRunite	miscutils:dustImpureRunite	0	Impure Runite Dust
dustImpureRutile	gregtech:gt.metaitem.01	3375	Impure Pile of Rutile Dust
dustImpureSalt	gregtech:gt.metaitem.01	3817	Impure Pile of Salt
dustImpureSaltpeter	gregtech:gt.metaitem.01	3836	Impure Pile of Saltpeter Dust
dustImpureSamarium	gregtech:gt.metaitem.01	3069	Impure Pile of Samarium Dust
dustImpureSamarskiteY	miscutils:dustImpureSamarskiteY	0	Impure Samarskite (Y) Dust
dustImpureSamarskiteYb	miscutils:dustImpureSamarskiteYb	0	Impure Samarskite (Yb) Dust
dustImpureSapphire	gregtech:gt.metaitem.01	3503	Impure Pile of Sapphire Dust
dustImpureScandium	gregtech:gt.metaitem.01	3027	Impure Pile of Scandium Dust
dustImpureScheelite	gregtech:gt.metaitem.01	3910	Impure Pile of Scheelite Dust
dustImpureShadow	gregtech:gt.metaitem.01	3368	Impure Pile of Shadow Metal Dust
dustImpureShadowIron	gregtech:gt.metaitem.01	3336	Impure Pile of Shadow Iron Dust
dustImpureSilicon	gregtech:gt.metaitem.01	3020	Impure Pile of Raw Silicon Dust
dustImpureSiliconSolarGrade	gregtech:gt.metaitem.01	3856	Impure Pile of Silicon Solar Grade (Poly SI) Dust
dustImpureSilver	gregtech:gt.metaitem.01	3054	Impure Pile of Silver Dust
dustImpureSoapstone	gregtech:gt.metaitem.01	3877	Impure Pile of Soapstone Dust
dustImpureSodalite	gregtech:gt.metaitem.01	3525	Impure Pile of Sodalite Dust
dustImpureSpessartine	gregtech:gt.metaitem.01	3838	Impure Pile of Spessartine Dust
dustImpureSphalerite	gregtech:gt.metaitem.01	3839	Impure Pile of Sphalerite Dust
dustImpureSpodumene	gregtech:gt.metaitem.01	3920	Impure Pile of Spodumene Dust
dustImpureStibnite	gregtech:gt.metaitem.01	3945	Impure Pile of Stibnite Dust
dustImpureStone	gregtech:gt.metaitem.01	3299	Impure Pile of Stone Dust
dustImpureStrontium	gregtech:gt.metaitem.01	3044	Impure Pile of Strontium Dust
dustImpureSulfur	gregtech:gt.metaitem.01	3022	Impure Pile of Sulfur Dust
dustImpureTalc	gregtech:gt.metaitem.01	3902	Impure Pile of Talc
dustImpureTantalite	gregtech:gt.metaitem.01	3921	Impure Pile of Tantalite Dust
dustImpureTantalum	gregtech:gt.metaitem.01	3080	Impure Pile of Tantalum Dust
dustImpureTanzanite	gregtech:gt.metaitem.01	3508	Impure Pile of Tanzanite Dust
dustImpureTartarite	gregtech:gt.metaitem.01	3956	Impure Pile of Tartarite Dust
dustImpureTellurium	gregtech:gt.metaitem.01	3059	Impure Pile of Tellurium Dust
dustImpureTemagamite	bartworks:gt.bwMetaGenerateddustImpure	94	Impure Pile of Temagamite Dust
dustImpureTengamRaw	gregtech:gt.metaitem.01	3110	Impure Pile of Raw Tengam Dust
dustImpureTerbium	gregtech:gt.metaitem.01	3072	Impure Pile of Terbium Dust
dustImpureTerlinguaite	bartworks:gt.bwMetaGenerateddustImpure	95	Impure Pile of Terlinguaite Dust
dustImpureTetrahedrite	gregtech:gt.metaitem.01	3840	Impure Pile of Tetrahedrite Dust
dustImpureThorianite	bartworks:gt.bwMetaGenerateddustImpure	18	Impure Pile of Thorianite Dust
dustImpureThorium	gregtech:gt.metaitem.01	3096	Impure Pile of Thorium Dust
dustImpureThulium	gregtech:gt.metaitem.01	3076	Impure Pile of Thulium Dust
dustImpureTiberium	bartworks:gt.bwMetaGenerateddustImpure	89	Impure Pile of Tiberium Dust
dustImpureTin	gregtech:gt.metaitem.01	3057	Impure Pile of Tin Dust
dustImpureTitanite	miscutils:dustImpureTitanite	0	Impure Titanite Dust
dustImpureTitanium	gregtech:gt.metaitem.01	3028	Impure Pile of Titanium Dust
dustImpureTopaz	gregtech:gt.metaitem.01	3507	Impure Pile of Topaz Dust
dustImpureTricalciumPhosphate	gregtech:gt.metaitem.01	3534	Impure Pile of Tricalcium Phosphate Dust
dustImpureTrinium	gregtech:gt.metaitem.01	3868	Impure Pile of Trinium Dust
dustImpureTritanium	gregtech:gt.metaitem.01	3329	Impure Pile of Tritanium Dust
dustImpureTrona	gregtech:gt.metaitem.01	3903	Impure Pile of Trona Dust
dustImpureTungstate	gregtech:gt.metaitem.01	3841	Impure Pile of Tungstate Dust
dustImpureTungsten	gregtech:gt.metaitem.01	3081	Impure Pile of Tungsten Dust
dustImpureUraninite	gregtech:gt.metaitem.01	3922	Impure Pile of Uraninite Dust
dustImpureUranium	gregtech:gt.metaitem.01	3098	Impure Pile of Uranium 238 Dust
dustImpureUranium235	gregtech:gt.metaitem.01	3097	Impure Pile of Uranium 235 Dust
dustImpureUvarovite	gregtech:gt.metaitem.01	3842	Impure Pile of Uvarovite Dust
dustImpureVanadio-Oxy-Dravite	bartworks:gt.bwMetaGenerateddustImpure	8	Impure Pile of Vanadio-Oxy-Dravite Dust
dustImpureVanadium	gregtech:gt.metaitem.01	3029	Impure Pile of Vanadium Dust
dustImpureVanadiumMagnetite	gregtech:gt.metaitem.01	3923	Impure Pile of Vanadium Magnetite Dust
dustImpureVermiculite	gregtech:gt.metaitem.01	3932	Impure Pile of Vermiculite
dustImpureVinteum	gregtech:gt.metaitem.01	3529	Impure Pile of Vinteum Dust
dustImpureVulcanite	gregtech:gt.metaitem.01	3489	Impure Pile of Vulcanite Dust
dustImpureVyroxeres	gregtech:gt.metaitem.01	3951	Impure Pile of Vyroxeres Dust
dustImpureWittichenite	bartworks:gt.bwMetaGenerateddustImpure	15	Impure Pile of Wittichenite Dust
dustImpureWollastonite	gregtech:gt.metaitem.01	3915	Impure Pile of Wollastonite Dust
dustImpureWulfenite	gregtech:gt.metaitem.01	3882	Impure Pile of Wulfenite Dust
dustImpureXenotime	miscutils:dustImpureXenotime	0	Impure Xenotime Dust
dustImpureYellowLimonite	gregtech:gt.metaitem.01	3931	Impure Pile of Yellow Limonite Dust
dustImpureYtterbium	gregtech:gt.metaitem.01	3077	Impure Pile of Ytterbium Dust
dustImpureYttriaite	miscutils:dustImpureYttriaite	0	Impure Yttriaite Dust
dustImpureYttrialite	miscutils:dustImpureYttrialite	0	Impure Yttrialite Dust
dustImpureYttrium	gregtech:gt.metaitem.01	3045	Impure Pile of Yttrium Dust
dustImpureYttrocerite	miscutils:dustImpureYttrocerite	0	Impure Yttrocerite Dust
dustImpureZeolite	gregtech:gt.metaitem.01	3916	Impure Pile of Zeolite Dust
dustImpureZimbabweite	miscutils:dustImpureZimbabweite	0	Impure Zimbabweite Dust
dustImpureZinc	gregtech:gt.metaitem.01	3036	Impure Pile of Zinc Dust
dustImpureZircon	miscutils:dustImpureZircon	0	Impure Zircon Dust
dustImpureZirconolite	miscutils:dustImpureZirconolite	0	Impure Zirconolite Dust
dustImpureZircophyllite	miscutils:dustImpureZircophyllite	0	Impure Zircophyllite Dust
dustImpureZirkelite	miscutils:dustImpureZirkelite	0	Impure Zirkelite Dust
dustIncoloy-903	bartworks:gt.bwMetaGenerateddust	10084	Incoloy-903 Dust
dustIncoloy020	miscutils:itemDustIncoloy020	0	Incoloy-020 Dust
dustIncoloyDS	miscutils:itemDustIncoloyDS	0	Incoloy-DS Dust
dustIncoloyMA956	miscutils:itemDustIncoloyMA956	0	Incoloy-MA956 Dust
dustInconel625	miscutils:itemDustInconel625	0	Inconel-625 Dust
dustInconel690	miscutils:itemDustInconel690	0	Inconel-690 Dust
dustInconel792	miscutils:itemDustInconel792	0	Inconel-792 Dust
dustIndalloy140	miscutils:itemDustIndalloy140	0	Indalloy 140 Dust
dustIndium	gregtech:gt.metaitem.01	2056	Indium Dust
dustIndiumGalliumPhosphide	gregtech:gt.metaitem.01	2981	Indium Gallium Phosphide Dust
dustIndiumPhosphate	bartworks:gt.bwMetaGenerateddust	10073	Indium Phosphate Dust
dustInertEnrichedNaquadah	bartworks:gt.bwMetaGenerateddust	10114	Inert Enriched Naquadah Dust
dustInertNaquadah	bartworks:gt.bwMetaGenerateddust	10113	Inert Naquadah Dust
dustInertNaquadria	bartworks:gt.bwMetaGenerateddust	10115	Inert Naquadria Dust
dustInfinity	gregtech:gt.metaitem.01	2397	Infinity Dust
dustInfinityCatalyst	gregtech:gt.metaitem.01	2394	Infinity Catalyst Dust
dustInfusedAir	gregtech:gt.metaitem.01	2540	Aer Crystal Powder
dustInfusedAir	miscutils:itemDustInfusedAir	0	Infused Air Dust
dustInfusedEarth	gregtech:gt.metaitem.01	2542	Terra Crystal Powder
dustInfusedEarth	miscutils:itemDustInfusedEarth	0	Infused Earth Dust
dustInfusedEntropy	gregtech:gt.metaitem.01	2544	Perditio Crystal Powder
dustInfusedFire	gregtech:gt.metaitem.01	2541	Ignis Crystal Powder
dustInfusedFire	miscutils:itemDustInfusedFire	0	Infused Fire Dust
dustInfusedGold	gregtech:gt.metaitem.01	2323	Infused Gold Dust
dustInfusedOrder	gregtech:gt.metaitem.01	2545	Ordo Crystal Powder
dustInfusedWater	gregtech:gt.metaitem.01	2543	Aqua Crystal Powder
dustInfusedWater	miscutils:itemDustInfusedWater	0	Infused Water Dust
dustInvar	gregtech:gt.metaitem.01	2302	Invar Dust
dustIo	dreamcraft:item.IoStoneDust	0	Io Stone Dust
dustIo	GalaxySpace:item.GlowstoneDusts	1	Io Glowstone Dust
dustIoGlowstone	GalaxySpace:item.GlowstoneDusts	1	Io Glowstone Dust
dustIoStone	dreamcraft:item.IoStoneDust	0	Io Stone Dust
dustIodine	miscutils:itemDustIodine	0	Iodine Dust
dustIodine	bartworks:gt.bwMetaGenerateddust	11012	Iodine Dust
dustIrarsite	miscutils:itemDustIrarsite	0	Irarsite Dust
dustIridium	gregtech:gt.metaitem.01	2084	Iridium Dust
dustIridiumChloride	bartworks:gt.bwMetaGenerateddust	76	Iridium Chloride Dust
dustIridiumDioxide	bartworks:gt.bwMetaGenerateddust	73	Iridium Dioxide Dust
dustIridiumMetalResidue	bartworks:gt.bwMetaGenerateddust	70	Iridium Metal Residue Dust
dustIron	IC2:itemDust	5	Iron Dust
dustIron	gregtech:gt.metaitem.01	2032	Iron Dust
dustIronMagnetic	gregtech:gt.metaitem.01	2354	Magnetic Iron Dust
