ore_name	slug	display_name	reg_name	name
blockInconel792	3417d0	Block of Inconel-792	miscutils:blockBlockInconel792	block.Inconel792.standard
blockIndalloy140	3482d0	Block of Indalloy 140	miscutils:blockBlockIndalloy140	block.Indalloy140.standard
blockIndium	2471d9	Block of Indium	gregtech:gt.blockmetal3	gt.blockmetal3.9
blockInfinity	1663d1	Infinity Block	Avaritia:Resource_Block	tile.block_infinity
blockInfusedAir	2477d0	Block of Aer	gregtech:gt.blockgem1	gt.blockgem1.0
blockInfusedEarth	2478d15	Block of Terra	gregtech:gt.blockgem2	gt.blockgem2.15
blockInfusedEntropy	2478d7	Block of Perditio	gregtech:gt.blockgem2	gt.blockgem2.7
blockInfusedFire	2477d14	Block of Ignis	gregtech:gt.blockgem1	gt.blockgem1.14
blockInfusedGold	2471d10	Block of Infused Gold	gregtech:gt.blockmetal3	gt.blockmetal3.10
blockInfusedOrder	2478d6	Block of Ordo	gregtech:gt.blockgem2	gt.blockgem2.6
blockInfusedWater	2477d3	Block of Aqua	gregtech:gt.blockgem1	gt.blockgem1.3
blockInvar	2471d11	Block of Invar	gregtech:gt.blockmetal3	gt.blockmetal3.11
blockIodine	3350d0	Block of Iodine	miscutils:blockBlockIodine	block.Iodine.standard
blockIridium	2471d12	Block of Iridium	gregtech:gt.blockmetal3	gt.blockmetal3.12
blockIron	2789d0	Ancient Iron Block	thaumicbases:oldIron	tile.TBoldIron
blockIron	42d0	Block of Iron	minecraft:iron_block	tile.blockIron
blockIronMagnetic	2471d13	Block of Magnetic Iron	gregtech:gt.blockmetal3	gt.blockmetal3.13
blockIronWood	2471d14	Block of Ironwood	gregtech:gt.blockmetal3	gt.blockmetal3.14
blockJasper	2477d15	Block of Jasper	gregtech:gt.blockgem1	gt.blockgem1.15
blockKanthal	2471d15	Block of Kanthal	gregtech:gt.blockmetal3	gt.blockmetal3.15
blockKnightmetal	2472d0	Block of Knightmetal	gregtech:gt.blockmetal4	gt.blockmetal4.0
blockLafiumCompound	3460d0	Block of Lafium Compound	miscutils:blockBlockLafiumCompound	block.LafiumCompound.standard
blockLanthanum	2472d1	Block of Lanthanum	gregtech:gt.blockmetal4	gt.blockmetal4.1
blockLanthanumHexaboride	10729d11358	Block of Lanthanum Hexaboride	bartworks:bw.werkstoffblocks.01	bw.werkstoffblocks.01.11358
blockLapis	2788d0	Ancient Lapis Lazuli Block	thaumicbases:oldLapis	tile.TBoldLapis
blockLapis	570d15	Colored Lapis Lazuli Block (Black Frequency)	ExtraUtilities:color_blockLapis	tile.extrautils:color_blockLapis.15
blockLapis	570d11	Colored Lapis Lazuli Block (Blue Frequency)	ExtraUtilities:color_blockLapis	tile.extrautils:color_blockLapis.11
blockLapis	570d12	Colored Lapis Lazuli Block (Brown Frequency)	ExtraUtilities:color_blockLapis	tile.extrautils:color_blockLapis.12
blockLapis	570d9	Colored Lapis Lazuli Block (Cyan Frequency)	ExtraUtilities:color_blockLapis	tile.extrautils:color_blockLapis.9
blockLapis	570d7	Colored Lapis Lazuli Block (Gray Frequency)	ExtraUtilities:color_blockLapis	tile.extrautils:color_blockLapis.7
blockLapis	570d13	Colored Lapis Lazuli Block (Green Frequency)	ExtraUtilities:color_blockLapis	tile.extrautils:color_blockLapis.13
blockLapis	570d3	Colored Lapis Lazuli Block (Light Blue Frequency)	ExtraUtilities:color_blockLapis	tile.extrautils:color_blockLapis.3
blockLapis	570d8	Colored Lapis Lazuli Block (Light Gray Frequency)	ExtraUtilities:color_blockLapis	tile.extrautils:color_blockLapis.8
blockLapis	570d5	Colored Lapis Lazuli Block (Lime Frequency)	ExtraUtilities:color_blockLapis	tile.extrautils:color_blockLapis.5
blockLapis	570d2	Colored Lapis Lazuli Block (Magenta Frequency)	ExtraUtilities:color_blockLapis	tile.extrautils:color_blockLapis.2
blockLapis	570d1	Colored Lapis Lazuli Block (Orange Frequency)	ExtraUtilities:color_blockLapis	tile.extrautils:color_blockLapis.1
blockLapis	570d6	Colored Lapis Lazuli Block (Pink Frequency)	ExtraUtilities:color_blockLapis	tile.extrautils:color_blockLapis.6
blockLapis	570d10	Colored Lapis Lazuli Block (Purple Frequency)	ExtraUtilities:color_blockLapis	tile.extrautils:color_blockLapis.10
blockLapis	570d14	Colored Lapis Lazuli Block (Red Frequency)	ExtraUtilities:color_blockLapis	tile.extrautils:color_blockLapis.14
blockLapis	570d0	Colored Lapis Lazuli Block (White Frequency)	ExtraUtilities:color_blockLapis	tile.extrautils:color_blockLapis.0
blockLapis	570d4	Colored Lapis Lazuli Block (Yellow Frequency)	ExtraUtilities:color_blockLapis	tile.extrautils:color_blockLapis.4
blockLapis	22d0	Lapis Lazuli Block	minecraft:lapis_block	tile.blockLapis
blockLapisBlack	570d0	Colored Lapis Lazuli Block (White Frequency)	ExtraUtilities:color_blockLapis	tile.extrautils:color_blockLapis.0
blockLapisBlue	570d4	Colored Lapis Lazuli Block (Yellow Frequency)	ExtraUtilities:color_blockLapis	tile.extrautils:color_blockLapis.4
blockLapisBrown	570d3	Colored Lapis Lazuli Block (Light Blue Frequency)	ExtraUtilities:color_blockLapis	tile.extrautils:color_blockLapis.3
blockLapisCyan	570d6	Colored Lapis Lazuli Block (Pink Frequency)	ExtraUtilities:color_blockLapis	tile.extrautils:color_blockLapis.6
blockLapisGray	570d8	Colored Lapis Lazuli Block (Light Gray Frequency)	ExtraUtilities:color_blockLapis	tile.extrautils:color_blockLapis.8
blockLapisGreen	570d2	Colored Lapis Lazuli Block (Magenta Frequency)	ExtraUtilities:color_blockLapis	tile.extrautils:color_blockLapis.2
blockLapisLightBlue	570d12	Colored Lapis Lazuli Block (Brown Frequency)	ExtraUtilities:color_blockLapis	tile.extrautils:color_blockLapis.12
blockLapisLightGray	570d7	Colored Lapis Lazuli Block (Gray Frequency)	ExtraUtilities:color_blockLapis	tile.extrautils:color_blockLapis.7
blockLapisLime	570d10	Colored Lapis Lazuli Block (Purple Frequency)	ExtraUtilities:color_blockLapis	tile.extrautils:color_blockLapis.10
blockLapisMagenta	570d13	Colored Lapis Lazuli Block (Green Frequency)	ExtraUtilities:color_blockLapis	tile.extrautils:color_blockLapis.13
blockLapisOrange	570d14	Colored Lapis Lazuli Block (Red Frequency)	ExtraUtilities:color_blockLapis	tile.extrautils:color_blockLapis.14
blockLapisPink	570d9	Colored Lapis Lazuli Block (Cyan Frequency)	ExtraUtilities:color_blockLapis	tile.extrautils:color_blockLapis.9
blockLapisPurple	570d5	Colored Lapis Lazuli Block (Lime Frequency)	ExtraUtilities:color_blockLapis	tile.extrautils:color_blockLapis.5
blockLapisRed	570d1	Colored Lapis Lazuli Block (Orange Frequency)	ExtraUtilities:color_blockLapis	tile.extrautils:color_blockLapis.1
blockLapisWhite	570d15	Colored Lapis Lazuli Block (Black Frequency)	ExtraUtilities:color_blockLapis	tile.extrautils:color_blockLapis.15
blockLapisYellow	570d11	Colored Lapis Lazuli Block (Blue Frequency)	ExtraUtilities:color_blockLapis	tile.extrautils:color_blockLapis.11
blockLaurenium	3468d0	Block of Laurenium	miscutils:blockBlockLaurenium	block.Laurenium.standard
blockLazurite	2478d0	Block of Lazurite	gregtech:gt.blockgem2	gt.blockgem2.0
blockLead	1066d11	Block of Lead	Railcraft:cube	tile.railcraft.cube.lead
blockLead	2472d2	Block of Lead	gregtech:gt.blockmetal4	gt.blockmetal4.2
blockLead	3147d0	Decorative Lead Block	GalaxySpace:metalsblock	tile.DecoLead
blockLead	190d4	Lead Block	IC2:blockMetal	ic2.blockMetalLead
blockLedox	1178d0	Block of Ledox	dreamcraft:tile.Ledox	tile.Ledox
blockLignite	2478d1	Block of Lignite Coal	gregtech:gt.blockgem2	gt.blockgem2.1
blockLithium7	3364d0	Block of Lithium 7	miscutils:blockBlockLithium7	block.Lithium7.standard
blockLithiumChloride	10729d10098	Block of Lithium Chloride	bartworks:bw.werkstoffblocks.01	bw.werkstoffblocks.01.10098
blockLivingrock	1355d0	Livingrock	Botania:livingrock	tile.livingrock0
blockLivingwood	1356d0	Livingwood	Botania:livingwood	tile.livingwood0
blockLumiium	10729d10101	Block of Lumiium	bartworks:bw.werkstoffblocks.01	bw.werkstoffblocks.01.10101
blockLutetium	2472d3	Block of Lutetium	gregtech:gt.blockmetal4	gt.blockmetal4.3
blockMagicWood	556d7	Border Stone (Alternate)	ExtraUtilities:decorativeBlock1	tile.extrautils:decorativeBlock1.7
blockMagmatter	2480d10	Block of Magmatter	gregtech:gt.blockmetal9	gt.blockmetal9.10
blockMagnalium	2472d4	Block of Magnalium	gregtech:gt.blockmetal4	gt.blockmetal4.4
blockMagnesia	10729d32237	Block of Magnesia	bartworks:bw.werkstoffblocks.01	bw.werkstoffblocks.01.32237
blockMagnesium	2472d5	Block of Magnesium	gregtech:gt.blockmetal4	gt.blockmetal4.5
blockMagnesium	3147d3	Decorative Magnesium Block	GalaxySpace:metalsblock	tile.DecoMagnesium
blockMagnetohydrodynamicallyConstrainedStarMatter	2480d13	Block of Magnetohydrodynamically Constrained Star Matter	gregtech:gt.blockmetal9	gt.blockmetal9.13
blockMagnetoResonatic	10729d36	Block of Magneto Resonatic	bartworks:bw.werkstoffblocks.01	bw.werkstoffblocks.01.36
blockMalachite	925d11	Block of Malachite	BiomesOPlenty:gemOre	tile.gemOre.malachiteblock
blockManaDiamond	1374d3	Block of Mana Diamond	Botania:storage	tile.storage3
blockManasteel	1374d0	Block of Manasteel	Botania:storage	tile.storage0
blockManganese	2472d6	Block of Manganese	gregtech:gt.blockmetal4	gt.blockmetal4.6
blockManyullyn	628d2	Block of Manyullyn	TConstruct:MetalBlock	StorageMetals.Manyullyn
blockMAR-Ce-M200Steel	10729d10097	Block of MAR-Ce-M200 Steel	bartworks:bw.werkstoffblocks.01	bw.werkstoffblocks.01.10097
blockMAR-M200Steel	10729d10096	Block of MAR-M200 Steel	bartworks:bw.werkstoffblocks.01	bw.werkstoffblocks.01.10096
blockMaragingSteel250	3421d0	Block of Maraging Steel 250	miscutils:blockBlockMaragingSteel250	block.MaragingSteel250.standard
blockMaragingSteel300	3423d0	Block of Maraging Steel 300	miscutils:blockBlockMaragingSteel300	block.MaragingSteel300.standard
blockMaragingSteel350	3425d0	Block of Maraging Steel 350	miscutils:blockBlockMaragingSteel350	block.MaragingSteel350.standard
blockMarble	2459d6	Chiseled Marble	gregtech:gt.blockstones	gt.blockstones.6
blockMarble	2459d4	Cracked Marble Bricks	gregtech:gt.blockstones	gt.blockstones.4
blockMarble	10848d0	Marble	ProjRed|Exploration:projectred.exploration.stone	tile.projectred.exploration.stone|0
blockMarble	2102d0	Marble	chisel:marble	tile.chisel.marble
blockMarble	2459d0	Marble	gregtech:gt.blockstones	gt.blockstones.0
blockMarble	2459d3	Marble Bricks	gregtech:gt.blockstones	gt.blockstones.3
blockMarble	2459d1	Marble Cobblestone	gregtech:gt.blockstones	gt.blockstones.1
blockMarble	2459d5	Mossy Marble Bricks	gregtech:gt.blockstones	gt.blockstones.5
blockMarble	2459d2	Mossy Marble Cobblestone	gregtech:gt.blockstones	gt.blockstones.2
blockMarble	2459d7	Smooth Marble	gregtech:gt.blockstones	gt.blockstones.7
blockMeatRaw	879d0	Flesh	BiomesOPlenty:flesh	tile.flesh
blockMelodicAlloy	1165d2	Melodic Alloy Block	EnderIO:blockIngotStorageEndergy	tile.enderio.melodicAlloy
blockMetastableOganesson	10729d10111	Block of Metastable Oganesson	bartworks:bw.werkstoffblocks.01	bw.werkstoffblocks.01.10111
blockMeteoricIron	2472d7	Block of Meteoric Iron	gregtech:gt.blockmetal4	gt.blockmetal4.7
blockMeteoricIron	702d12	Solid Meteoric Iron	GalacticraftCore:tile.gcBlockCore	tile.gcBlockCore.meteorironBlock
blockMeteoricSteel	2472d8	Block of Meteoric Steel	gregtech:gt.blockmetal4	gt.blockmetal4.8
blockMithril	2472d10	Block of Mithril	gregtech:gt.blockmetal4	gt.blockmetal4.10
blockMithril	3147d4	Decorative Mithril Block	GalaxySpace:metalsblock	tile.DecoMithril
blockMolybdenum	2472d11	Block of Molybdenum	gregtech:gt.blockmetal4	gt.blockmetal4.11
blockMonazite	2478d2	Block of Monazite	gregtech:gt.blockgem2	gt.blockgem2.2
blockMu-metal	10729d11351	Block of Mu-metal	bartworks:bw.werkstoffblocks.01	bw.werkstoffblocks.01.11351
blockMysteriousCrystal	1190d0	Mysterious Crystal Block	dreamcraft:tile.MysteriousCrystal	tile.MysteriousCrystal
blockMytryl	1185d0	Block of Mytryl	dreamcraft:tile.Mytryl	tile.Mytryl
blockNaquadah	2472d12	Block of Naquadah	gregtech:gt.blockmetal4	gt.blockmetal4.12
blockNaquadahAlloy	2472d13	Block of Naquadah Alloy	gregtech:gt.blockmetal4	gt.blockmetal4.13
blockNaquadahEnriched	2472d14	Block of Enriched Naquadah	gregtech:gt.blockmetal4	gt.blockmetal4.14
blockNaquadria	2472d15	Block of Naquadria	gregtech:gt.blockmetal4	gt.blockmetal4.15
blockNeodymium	2473d0	Block of Neodymium	gregtech:gt.blockmetal5	gt.blockmetal5.0
blockNeodymiumMagnetic	2473d1	Block of Magnetic Neodymium	gregtech:gt.blockmetal5	gt.blockmetal5.1
blockNeptunium	3362d0	Block of Neptunium	miscutils:blockBlockNeptunium	block.Neptunium.standard
blockNetherite	2893d0	Block of Netherite	etfuturum:netherite_block	tile.etfuturum.netherite_block
blockNetherQuartz	155d0	Block of Quartz	minecraft:quartz_block	tile.quartzBlock.default
blockNetherStar	2479d3	Block of Nether Star	gregtech:gt.blockgem3	gt.blockgem3.3
blockNetherStar	1845d0	Nether Star Block	ForbiddenMagic:StarBlock	tile.StarBlock
blockNeutronium	2473d2	Block of Neutronium	gregtech:gt.blockmetal5	gt.blockmetal5.2
blockNichrome	2473d3	Block of Nichrome	gregtech:gt.blockmetal5	gt.blockmetal5.3
blockNickel	2473d4	Block of Nickel	gregtech:gt.blockmetal5	gt.blockmetal5.4
blockNickel	3147d5	Decorative Nickel Block	GalaxySpace:metalsblock	tile.DecoNickel
blockNickelAluminide	2480d2	Block of Nickel Aluminide	gregtech:gt.blockmetal9	gt.blockmetal9.2
blockNickelZincFerrite	10768d0	Nickel-Zinc Ferrite Block	bartworks:BW_Machinery_Casings	BW_Machinery_Casings.0
blockNiobium	2473d5	Block of Niobium	gregtech:gt.blockmetal5	gt.blockmetal5.5
blockNiobiumCarbide	3393d0	Block of Niobium Carbide	miscutils:blockBlockNiobiumCarbide	block.NiobiumCarbide.standard
blockNiobiumNitride	2473d6	Block of Niobium Nitride	gregtech:gt.blockmetal5	gt.blockmetal5.6
blockNiobiumTitanium	2473d7	Block of Niobium-Titanium	gregtech:gt.blockmetal5	gt.blockmetal5.7
blockNiter	2478d3	Block of Niter	gregtech:gt.blockgem2	gt.blockgem2.3
blockNitinol60	3429d0	Block of Nitinol 60	miscutils:blockBlockNitinol60	block.Nitinol60.standard
blockObsidian	49d0	Obsidian	minecraft:obsidian	tile.obsidian
blockOctiron	3478d0	Block of Octiron	miscutils:blockBlockOctiron	block.Octiron.standard
blockOlenite	10729d9	Block of Olenite	bartworks:bw.werkstoffblocks.01	bw.werkstoffblocks.01.9
blockOlivine	2478d4	Block of Olivine	gregtech:gt.blockgem2	gt.blockgem2.4
blockOpal	2478d5	Block of Opal	gregtech:gt.blockgem2	gt.blockgem2.5
blockOriharukon	2480d5	Block of Oriharukon	gregtech:gt.blockmetal9	gt.blockmetal9.5
blockOriharukon	3147d6	Decorative Oriharukon Block	GalaxySpace:metalsblock	tile.DecoOriharukon
blockOrundum	10729d10023	Block of Orundum	bartworks:bw.werkstoffblocks.01	bw.werkstoffblocks.01.10023
blockOsmiridium	2473d8	Block of Osmiridium	gregtech:gt.blockmetal5	gt.blockmetal5.8
blockOsmium	2473d9	Block of Osmium	gregtech:gt.blockmetal5	gt.blockmetal5.9
blockPalladium	2473d10	Block of Palladium	gregtech:gt.blockmetal5	gt.blockmetal5.10
blockPeridot	2478d4	Block of Olivine	gregtech:gt.blockgem2	gt.blockgem2.4
blockPeridot	10848d7	Block of Peridot	ProjRed|Exploration:projectred.exploration.stone	tile.projectred.exploration.stone|7
blockPeridot	925d5	Block of Peridot	BiomesOPlenty:gemOre	tile.gemOre.peridotblock
blockPermalloy	10729d11350	Block of Permalloy	bartworks:bw.werkstoffblocks.01	bw.werkstoffblocks.01.11350
blockPigIron	2473d11	Block of Pig Iron	gregtech:gt.blockmetal5	gt.blockmetal5.11
blockPikyonium64B	3464d0	Block of Pikyonium 64B	miscutils:blockBlockPikyonium64B	block.Pikyonium64B.standard
blockPlatinum	2473d12	Block of Platinum	gregtech:gt.blockmetal5	gt.blockmetal5.12
blockPlatinum	3147d7	Decorative Platinum Block	GalaxySpace:metalsblock	tile.DecoPlatinum
blockPlutonium	2473d13	Block of Plutonium 239	gregtech:gt.blockmetal5	gt.blockmetal5.13
blockPlutonium238	3367d0	Block of Plutonium-238	miscutils:blockBlockPlutonium238	block.Plutonium238.standard
blockPlutonium241	2473d14	Block of Plutonium 241	gregtech:gt.blockmetal5	gt.blockmetal5.14
blockPolonium	3358d0	Block of Polonium	miscutils:blockBlockPolonium	block.Polonium.standard
blockPotin	3405d0	Block of Potin	miscutils:blockBlockPotin	block.Potin.standard
blockPraseodymium	2473d15	Block of Praseodymium	gregtech:gt.blockmetal5	gt.blockmetal5.15
blockPrasiolite	10729d35	Block of Prasiolite	bartworks:bw.werkstoffblocks.01	bw.werkstoffblocks.01.35
blockPreciousMetalsAlloy	10729d10109	Block of Precious Metals Alloy	bartworks:bw.werkstoffblocks.01	bw.werkstoffblocks.01.10109
blockPrismarine	1384d2	Dark Prismarine	Botania:prismarine	tile.prismarine2
blockPrismarine	1384d0	Prismarine	Botania:prismarine	tile.prismarine0
blockPrismarine	1384d1	Prismarine Bricks	Botania:prismarine	tile.prismarine1
blockPromethium	2474d0	Block of Promethium	gregtech:gt.blockmetal6	gt.blockmetal6.0
blockProtactinium	3360d0	Block of Protactinium	miscutils:blockBlockProtactinium	block.Protactinium.standard
blockPTMEGElastomer	10729d11312	Block of PTMEG Elastomer	bartworks:bw.werkstoffblocks.01	bw.werkstoffblocks.01.11312
blockPulsatingIron	1164d5	Pulsating Iron Block	EnderIO:blockIngotStorage	tile.enderio.phasedIron
blockQuantium	1206d0	Block of Quantium	dreamcraft:tile.Quantinum	tile.Quantinum
blockQuantum	3484d0	Block of Quantum	miscutils:blockBlockQuantum	block.Quantum.standard
blockQuartz	155d0	Block of Quartz	minecraft:quartz_block	tile.quartzBlock.default
blockQuartzite	2478d9	Block of Quartzite	gregtech:gt.blockgem2	gt.blockgem2.9
blockQuicksilver	2770d0	Quicksilver Block	thaumicbases:quicksilverBlock	tile.quicksilverBlock
blockQuicksilver	2771d0	Quicksilver Brick	thaumicbases:quicksilverBrick	tile.quicksilverBrick
blockRadium	3359d0	Block of Radium	miscutils:blockBlockRadium	block.Radium.standard
blockRedAlloy	2474d1	Block of Red Alloy	gregtech:gt.blockmetal6	gt.blockmetal6.1
blockRedSteel	2474d2	Block of Red Steel	gregtech:gt.blockmetal6	gt.blockmetal6.2
blockRedstone	152d0	Block of Redstone	minecraft:redstone_block	tile.blockRedstone
blockRedstone	572d15	Colored Block of Redstone (Black Frequency)	ExtraUtilities:color_blockRedstone	tile.extrautils:color_blockRedstone.15
blockRedstone	572d11	Colored Block of Redstone (Blue Frequency)	ExtraUtilities:color_blockRedstone	tile.extrautils:color_blockRedstone.11
blockRedstone	572d12	Colored Block of Redstone (Brown Frequency)	ExtraUtilities:color_blockRedstone	tile.extrautils:color_blockRedstone.12
blockRedstone	572d9	Colored Block of Redstone (Cyan Frequency)	ExtraUtilities:color_blockRedstone	tile.extrautils:color_blockRedstone.9
blockRedstone	572d7	Colored Block of Redstone (Gray Frequency)	ExtraUtilities:color_blockRedstone	tile.extrautils:color_blockRedstone.7
blockRedstone	572d13	Colored Block of Redstone (Green Frequency)	ExtraUtilities:color_blockRedstone	tile.extrautils:color_blockRedstone.13
blockRedstone	572d3	Colored Block of Redstone (Light Blue Frequency)	ExtraUtilities:color_blockRedstone	tile.extrautils:color_blockRedstone.3
blockRedstone	572d8	Colored Block of Redstone (Light Gray Frequency)	ExtraUtilities:color_blockRedstone	tile.extrautils:color_blockRedstone.8
blockRedstone	572d5	Colored Block of Redstone (Lime Frequency)	ExtraUtilities:color_blockRedstone	tile.extrautils:color_blockRedstone.5
blockRedstone	572d2	Colored Block of Redstone (Magenta Frequency)	ExtraUtilities:color_blockRedstone	tile.extrautils:color_blockRedstone.2
blockRedstone	572d1	Colored Block of Redstone (Orange Frequency)	ExtraUtilities:color_blockRedstone	tile.extrautils:color_blockRedstone.1
blockRedstone	572d6	Colored Block of Redstone (Pink Frequency)	ExtraUtilities:color_blockRedstone	tile.extrautils:color_blockRedstone.6
blockRedstone	572d10	Colored Block of Redstone (Purple Frequency)	ExtraUtilities:color_blockRedstone	tile.extrautils:color_blockRedstone.10
blockRedstone	572d14	Colored Block of Redstone (Red Frequency)	ExtraUtilities:color_blockRedstone	tile.extrautils:color_blockRedstone.14
blockRedstone	572d0	Colored Block of Redstone (White Frequency)	ExtraUtilities:color_blockRedstone	tile.extrautils:color_blockRedstone.0
blockRedstone	572d4	Colored Block of Redstone (Yellow Frequency)	ExtraUtilities:color_blockRedstone	tile.extrautils:color_blockRedstone.4
blockRedstoneAlloy	1164d3	Redstone Alloy Block	EnderIO:blockIngotStorage	tile.enderio.redstoneAlloy
blockRedstoneBlack	572d0	Colored Block of Redstone (White Frequency)	ExtraUtilities:color_blockRedstone	tile.extrautils:color_blockRedstone.0
blockRedstoneBlue	572d4	Colored Block of Redstone (Yellow Frequency)	ExtraUtilities:color_blockRedstone	tile.extrautils:color_blockRedstone.4
blockRedstoneBrown	572d3	Colored Block of Redstone (Light Blue Frequency)	ExtraUtilities:color_blockRedstone	tile.extrautils:color_blockRedstone.3
blockRedstoneCyan	572d6	Colored Block of Redstone (Pink Frequency)	ExtraUtilities:color_blockRedstone	tile.extrautils:color_blockRedstone.6
blockRedstoneGray	572d8	Colored Block of Redstone (Light Gray Frequency)	ExtraUtilities:color_blockRedstone	tile.extrautils:color_blockRedstone.8
blockRedstoneGreen	572d2	Colored Block of Redstone (Magenta Frequency)	ExtraUtilities:color_blockRedstone	tile.extrautils:color_blockRedstone.2
blockRedstoneLightBlue	572d12	Colored Block of Redstone (Brown Frequency)	ExtraUtilities:color_blockRedstone	tile.extrautils:color_blockRedstone.12
blockRedstoneLightGray	572d7	Colored Block of Redstone (Gray Frequency)	ExtraUtilities:color_blockRedstone	tile.extrautils:color_blockRedstone.7
blockRedstoneLime	572d10	Colored Block of Redstone (Purple Frequency)	ExtraUtilities:color_blockRedstone	tile.extrautils:color_blockRedstone.10
blockRedstoneMagenta	572d13	Colored Block of Redstone (Green Frequency)	ExtraUtilities:color_blockRedstone	tile.extrautils:color_blockRedstone.13
blockRedstoneOrange	572d14	Colored Block of Redstone (Red Frequency)	ExtraUtilities:color_blockRedstone	tile.extrautils:color_blockRedstone.14
blockRedstonePink	572d9	Colored Block of Redstone (Cyan Frequency)	ExtraUtilities:color_blockRedstone	tile.extrautils:color_blockRedstone.9
blockRedstonePurple	572d5	Colored Block of Redstone (Lime Frequency)	ExtraUtilities:color_blockRedstone	tile.extrautils:color_blockRedstone.5
blockRedstoneRed	572d1	Colored Block of Redstone (Orange Frequency)	ExtraUtilities:color_blockRedstone	tile.extrautils:color_blockRedstone.1
blockRedstoneWhite	572d15	Colored Block of Redstone (Black Frequency)	ExtraUtilities:color_blockRedstone	tile.extrautils:color_blockRedstone.15
blockRedstoneYellow	572d11	Colored Block of Redstone (Blue Frequency)	ExtraUtilities:color_blockRedstone	tile.extrautils:color_blockRedstone.11
blockRedZircon	10729d19	Block of Red Zircon	bartworks:bw.werkstoffblocks.01	bw.werkstoffblocks.01.19
blockReinforced	3347d0	Reinforced Metal Block	StevesCarts:BlockMetalStorage	item.SC2:BlockStorage0
blockRhenium	3352d0	Block of Rhenium	miscutils:blockBlockRhenium	block.Rhenium.standard
blockRhodium	10729d78	Block of Rhodium	bartworks:bw.werkstoffblocks.01	bw.werkstoffblocks.01.78
blockRhodium-PlatedPalladium	10729d88	Block of Rhodium-Plated Palladium	bartworks:bw.werkstoffblocks.01	bw.werkstoffblocks.01.88
blockRhugnor	3483d0	Block of Rhugnor	miscutils:blockBlockRhugnor	block.Rhugnor.standard
blockRockSalt	10729d22	Block of Rock Salt	bartworks:bw.werkstoffblocks.01	bw.werkstoffblocks.01.22
blockRoseGold	2474d3	Block of Rose Gold	gregtech:gt.blockmetal6	gt.blockmetal6.3
blockRubber	670d0	Glue Block	TConstruct:GlueBlock	tile.GlueBlock
blockRubidium	2474d4	Block of Rubidium	gregtech:gt.blockmetal6	gt.blockmetal6.4
blockRuby	10848d5	Block of Ruby	ProjRed|Exploration:projectred.exploration.stone	tile.projectred.exploration.stone|5
blockRuby	2478d11	Block of Ruby	gregtech:gt.blockgem2	gt.blockgem2.11
blockRuby	925d3	Block of Ruby	BiomesOPlenty:gemOre	tile.gemOre.rubyblock
blockRunite	3384d0	Block of Runite	miscutils:blockBlockRunite	block.Runite.standard
blockRuridit	10729d90	Block of Ruridit	bartworks:bw.werkstoffblocks.01	bw.werkstoffblocks.01.90
blockRuthenium	10729d64	Block of Ruthenium	bartworks:bw.werkstoffblocks.01	bw.werkstoffblocks.01.64
blockSalisMundus	2773d0	Salis Mundus Block	thaumicbases:blockSalisMundus	tile.salisMundusBlock
blockSalt	10729d20	Block of Salt	bartworks:bw.werkstoffblocks.01	bw.werkstoffblocks.01.20
blockSalt	2250d0	Compressed Salt Block	harvestcraft:spamcompressedsaltBlockalt	tile.pamcompressedsaltBlock
blockSamarium	2474d5	Block of Samarium	gregtech:gt.blockmetal6	gt.blockmetal6.5
blockSapphire	10848d6	Block of Sapphire	ProjRed|Exploration:projectred.exploration.stone	tile.projectred.exploration.stone|6
blockSapphire	2478d12	Block of Sapphire	gregtech:gt.blockgem2	gt.blockgem2.12
blockSapphire	925d13	Block of Sapphire	BiomesOPlenty:gemOre	tile.gemOre.sapphireblock
blockScandium	2474d6	Block of Scandium	gregtech:gt.blockmetal6	gt.blockmetal6.6
blockSelenium	3348d0	Block of Selenium	miscutils:blockBlockSelenium	block.Selenium.standard
blockShadow	2476d15	Block of Shadow Metal	gregtech:gt.blockmetal8	gt.blockmetal8.15
blockShadow	3612d0	Block of Shadowmetal	TaintedMagic:BlockShadowmetal	tile.BlockShadowmetal
blockShadowIron	2474d7	Block of Shadow Iron	gregtech:gt.blockmetal6	gt.blockmetal6.7
blockShadowSteel	2474d8	Block of Shadow Steel	gregtech:gt.blockmetal6	gt.blockmetal6.8
blockShirabon	10729d10112	Block of Shirabon	bartworks:bw.werkstoffblocks.01	bw.werkstoffblocks.01.10112
blockSignalium	10729d10099	Block of Signalium	bartworks:bw.werkstoffblocks.01	bw.werkstoffblocks.01.10099
blockSilicon	2474d9	Block of Raw Silicon	gregtech:gt.blockmetal6	gt.blockmetal6.9
blockSiliconCarbide	3387d0	Block of Silicon Carbide	miscutils:blockBlockSiliconCarbide	block.SiliconCarbide.standard
blockSiliconNitride	10729d11353	Block of Silicon Nitride	bartworks:bw.werkstoffblocks.01	bw.werkstoffblocks.01.11353
blockSiliconSolarGrade	2480d1	Block of Silicon Solar Grade (Poly SI)	gregtech:gt.blockmetal9	gt.blockmetal9.1
blockSilver	10848d10	Block of Silver	ProjRed|Exploration:projectred.exploration.stone	tile.projectred.exploration.stone|10
blockSilver	2474d10	Block of Silver	gregtech:gt.blockmetal6	gt.blockmetal6.10
blockSixPhasedCopper	2480d11	Block of Six-Phased Copper	gregtech:gt.blockmetal9	gt.blockmetal9.11
